Entry_ID,Source_ID,Type,Event_Date,Event_Type,Location_Depart_From,Location_Memo,Location_Arrive_To,Vessel_Name,Vessel_Type,Vessel_Additional_Description,Freight,Merchant_From_(By),Merchant_To,ADDITIONAL NOTES
A00007749,DailyDisp_18580324,Marine,1858-03-23,Memoranda,PE-Callao,VA-HamptonRoads,VA-HamptonRoads,Cowper,Ship,Stevenson,guano,,,"90 days from Callao, guano, for orders"
A00007750,DailyDisp_18580324,Marine,1858-03-23,Memoranda,Pernambuco,VA-HamptonRoads,VA-HamptonRoads,Therese,Ship,Nhabig,guano,,,"guano, for orders"
A00007751,DailyDisp_18580324,Marine,1858-03-23,Memoranda,Belfast,VA-HamptonRoads,VA-HamptonRoads,Allen Kerr,Ship,Winter,coal,,,also carried salt
A00007752,DailyDisp_18580330,Marine,1858-03-30,Arrival,NY-NewYork,,VA-Richmond,Jamestown,Steamer,Parrish,merchandise,,LudlamWatson,also carried passengers
A00007753,DailyDisp_18580330,Marine,1858-03-30,Arrival,MD-Baltimore,,VA-Richmond,George Peabody,Steamer,Pritchett,merchandise,,LudlamWatson,
A00007754,DailyDisp_18580330,Marine,1858-03-30,Arrival,MD-Baltimore,,VA-Richmond,E. Nickerson,Schooner,Nickerson,merchandise,,CurrieD&W,
A00007755,DailyDisp_18580330,Marine,1858-03-30,Arrival,NY-NewYork,,VA-Richmond,N. C. Hopkins,Schooner,Malberry,hay,,EdmondDavenport,
A00007756,DailyDisp_18580330,Marine,1858-03-30,Arrival,NY-NewYork,,VA-Richmond,F. G. Brognard,Schooner,Shutts,hay,,BridgfordCo,
A00007757,DailyDisp_18580330,Marine,1858-03-30,Arrival,MD-Baltimore,,VA-Richmond,John Randolph,Schooner,Booz,merchandise,,ColquittWD,
A00007758,DailyDisp_18580330,Marine,1858-03-30,Arrival,MD-Baltimore,,VA-Richmond,William Colquitt,Schooner,Frank,merchandise,,ColquittWD,
A00007759,DailyDisp_18580330,Marine,1858-03-30,Arrival,MD-Baltimore,,VA-Richmond,E. D. McClanaham,Schooner,Mitchell,merchandise,,ColquittWD,
A00007760,DailyDisp_18580330,Marine,1858-03-30,Arrival,MD-Baltimore,,VA-Richmond,E. Healy,Schooner,Mitchell,guano,,ShaerKohlerCo,
A00007761,DailyDisp_18580330,Marine,1858-03-30,Arrival,MD-Baltimore,,VA-Richmond,Champion,Schooner,Mitchell,guano,,CrenshawCo,
A00007762,DailyDisp_18580330,Marine,1858-03-30,Arrival,PA-Philly,,VA-Richmond,J. B. Dickerson,Schooner,Wheaton,coal,,RobertsWirt,
A00007763,DailyDisp_18580330,Marine,1858-03-30,Arrival,PA-Philly,,VA-Richmond,Mary Tice,Schooner,Tice,coal,,DavisWH,
A00007764,DailyDisp_18580330,Marine,1858-03-30,Arrival,SC-Charleston,,VA-Richmond,Selah B. Strong,Schooner,Martin,lumber,,WhitlockSon,
A00007765,DailyDisp_18580330,Marine,1858-03-30,Arrival,NY-NewYork,,VA-Richmond,Kentucky,Brig,Nichols,ballast,,HaxallCo,
A00007766,DailyDisp_18580330,Marine,1858-03-30,Arrival,VA-Williamsburg,,VA-Richmond,R. P. Waller,Schooner,Lively,corn,,,
A00007767,DailyDisp_18580330,Marine,1858-03-30,Arrival,VA-Norfolk,,VA-Richmond,Andrew Armstrong,Schooner,Cannon,merchandise,,,
A00007768,DailyDisp_18580330,Marine,1858-03-30,Arrival,PA-Philly,,VA-Richmond,City of Richmond,Steamer,Mitchell,merchandise,,TuttleHE,also carried passengers
A00007769,DailyDisp_18580330,Marine,1858-03-30,Arrival,Eastern Shore,,VA-Richmond,Emma D.,Schooner,Warren,oats,,,also carried potatoes
A00007770,DailyDisp_18580330,Marine,1858-03-30,Arrival,PA-Philly,,VA-Richmond,E. J. Scott,Schooner,Birdstall,coal,,BallardJP,
A00007771,DailyDisp_18580330,Marine,1858-03-30,Arrival,NY-NewYork,,VA-Richmond,A. Townsend,Schooner,Townsend,railroad iron,,,via City Point
A00007772,DailyDisp_18580330,Marine,1858-03-30,Arrival,Accomac,,VA-Richmond,O. A. Johnston,Schooner,Evennham,oats,,,also carried potatoes
A00007773,DailyDisp_18580330,Marine,1858-03-30,Arrival,Barrelsbay,,VA-Richmond,William Severe,Schooner,Brooks,wheat,,,
A00007774,DailyDisp_18580330,Marine,1858-03-30,Arrival,Sombrero Island,,VA-Richmond,Sygnet,Brig,Leeman,guano,,EdmondDavenport,guano in bulk
A00007775,DailyDisp_18580330,Marine,1858-03-30,Departure,VA-Richmond,,PA-Philly,Virginia,Steamer,Kelley,merchandise,TuttleHC,,also carried passengers
A00007776,DailyDisp_18580330,Marine,1858-03-30,Departure,VA-Richmond,,NS-Halifax,Seaman's Pride,British Schooner,Herman,flour,BaconBaskerville,,
A00007777,DailyDisp_18580330,Marine,1858-03-30,Departure,VA-Richmond,,NS-Halifax,Mary,British Schooner,Furlong,flour,WombleClaiborne,,
A00007778,DailyDisp_18580330,Marine,1858-03-30,Departure,VA-Richmond,,MA-Boston,O. H. Pellett,Schooner,Clarke,merchandise,CurrieD&W,,
A00007779,DailyDisp_18580330,Marine,1858-03-30,Departure,VA-Richmond,,VA-YorkRiver,D. Herbert,Schooner,Myers,merchandise,,,
A00007780,DailyDisp_18580330,Marine,1858-03-30,Memoranda,BR-RioJaneiro,VA-Richmond (below),,Sallie Magee,Barque,"Clements, J. W.",coffee,,EdmondDavenport,"3,321 bags of coffee"
A00007781,DailyDisp_18580330,Marine,1858-03-30,Memoranda,NY-NewYork,VA-Richmond (below),,Lynchburg,Schooner,Harris,,,,
A00007782,DailyDisp_18580330,Marine,1858-03-28,Memoranda,MD-Baltimore,MD-Baltimore,VA-Richmond,Edwin,Schooner,Creighton,,,,
A00007783,DailyDisp_18580330,Marine,1858-03-23,Memoranda,Rockland,Rockland,VA-Richmond,Orin Cowl,Schooner,Smith,,,,
A00007784,DailyDisp_18580330,Marine,1858-03-24,Memoranda,Rockland,RI-Newport,VA-Richmond,Charles,Schooner,Bucklin,,,,
A00007785,DailyDisp_18580330,Marine,1858-03-27,Memoranda,NY-NewYork,NY-NewYork,VA-CityPoint,Jamestown,Schooner,Latourette,,,,
A00007786,DailyDisp_18580330,Marine,1858-03-27,Memoranda,Bahia,NY-NewYork,NY-NewYork,Virginia,Barque,Miller,,,,
A00007787,DailyDisp_18580330,Marine,1858-03-27,Memoranda,VA-Richmond,NY-NewYork,NY-NewYork,Hanson Price,Schooner,Butler,,,,
A00007788,DailyDisp_18580330,Marine,1858-03-27,Memoranda,VA-CityPoint,NY-NewYork,NY-NewYork,Ann,Schooner,Cole,,,,
A00007789,DailyDisp_18580330,Marine,1858-03-26,Memoranda,VA-Richmond,MA-Boston,MA-Boston,S. R. Allen,Schooner,Baker,,,,
A00007790,DailyDisp_18580402,Marine,1858-04-01,Arrival,PA-Philly,,VA-Richmond,Conrad,Barque,Salsberry,,,,in ballast
A00007791,DailyDisp_18580402,Marine,1858-04-01,Arrival,NY-NewYork,,VA-Richmond,Imperador,Barque,Hubbard,,,,in ballast
A00007792,DailyDisp_18580402,Marine,1858-04-01,Arrival,NY-NewYork,,VA-Richmond,S. P. Hawes,Schooner,Mason,guano,,BaconBaskervill,
A00007793,DailyDisp_18580402,Marine,1858-04-01,Arrival,PA-Philly,,VA-Richmond,Northumberland,Schooner,Talley,pig iron,,ArcherCo,
A00007794,DailyDisp_18580402,Marine,1858-04-01,Arrival,MD-Baltimore,,VA-Richmond,James Steel,Schooner,Bailey,guano,,SchaerKohlerCo,
A00007795,DailyDisp_18580402,Marine,1858-04-01,Arrival,St. George,,VA-Richmond,F. Nelson,Schooner,Hupper,ice,,TaylorJohnO&Bro,
A00007796,DailyDisp_18580402,Marine,1858-04-01,Arrival,St. George,,VA-Richmond,Nevis,Schooner,Brown,ice,,TaylorJohnO&Bro,
A00007797,DailyDisp_18580402,Marine,1858-04-01,Arrival,PA-Philly,,VA-Richmond,Kate Kallahan,Schooner,Kallahan,powder,,WorthamE,via Wilmington
A00007798,DailyDisp_18580402,Marine,1858-04-01,Arrival,PA-Philly,,VA-Richmond,Judge Hopkins,Schooner,DeGroot,merchandise,,TuttleHE,
A00007799,DailyDisp_18580402,Marine,1858-04-01,Arrival,MD-Baltimore,,VA-Richmond,Mary Adeline,Schooner,Creighton,merchandise,,ColquittWD,via Norfolk
A00007800,DailyDisp_18580402,Marine,1858-04-01,Departure,VA-Richmond,,PA-Philly,City of Richmond,Steamship,Mitchell,merchandise,TuttleHC,,
A00007801,DailyDisp_18580402,Marine,1858-04-01,Departure,VA-Richmond,,,J. B. Dickerson,Schooner,Wharton,,,,"down the river, light"
A00007802,DailyDisp_18580402,Marine,1858-04-01,Departure,VA-Richmond,,NS-Halifax,Martha Wilson,Bremen Schooner,,flour,BridgfordCo,,
A00007803,DailyDisp_18580402,Marine,1858-03-31,Memoranda,MD-Baltimore,MD-Baltimore,VA-Richmond,Emma Jane,Schooner,Phillips,,,,
A00007804,DailyDisp_18580402,Marine,1858-03-20,Memoranda,EN-Liverpool,EN-Liverpool,VA-CityPoint,John Ravenal,Ship,Jones,,,,"Ship John Ravenal, Jones, for City Point, entered for loading at Liverpool 12th ult., and remained till the 20th."
A00007805,DailyDisp_18580402,Marine,1858-03-15,Memoranda,VA-Richmond,Bremen,Bremen,Hermine,Barque,Streker,,,,
A00007806,DailyDisp_18580402,Marine,1858-03-31,Memoranda,NY-NewYork,NY-NewYork,VA-Richmond,Crenshaw,Schooner,Moss,,,,
A00007807,DailyDisp_18580408,Marine,1858-04-07,Arrival,NS-Halifax,,VA-Richmond,Luther Child,Schooner,Nickerson,fish,,WorthamCT,
A00007808,DailyDisp_18580408,Marine,1858-04-07,Arrival,MD-Baltimore,,VA-Richmond,Emma Jane,Schooner,Phillips,guano,,SchaerKohlerCo,
A00007809,DailyDisp_18580408,Marine,1858-04-07,Arrival,MD-Baltimore,,VA-Richmond,Clara Bell,Schooner,Parker,guano,,BaconBaskervill,
A00007810,DailyDisp_18580408,Marine,1858-04-07,Arrival,Rockland,,VA-Richmond,Orin Cowl,Schooner,,lime,,LibbyLuther,
A00007811,DailyDisp_18580408,Marine,1858-04-07,Arrival,NS-Halifax,,VA-Richmond,Morning Light,British Schooner,Strum,fish,,BaconBaskervill,
A00007812,DailyDisp_18580408,Marine,1858-04-07,Arrival,MA-Boston,,VA-Richmond,Susan,Schooner,Rogers,merchandise,,CurrieD&W,
A00007813,DailyDisp_18580408,Marine,1858-04-07,Arrival,Eastern Shore,,VA-Richmond,Passenger,Schooner,Rolley,oats,,captain,
A00007814,DailyDisp_18580408,Marine,1858-04-07,Arrival,Eastern Shore,,VA-Richmond,Benjamin Franklin,Schooner,Thomas,oats,,captain,
A00007815,DailyDisp_18580408,Marine,1858-04-07,Departure,VA-Richmond,,Montevidio,Kentucky,Brig,Nichols,flour,HaxallCo,,
A00007816,DailyDisp_18580408,Marine,1858-04-07,Departure,VA-Richmond,,VA-Petersburg,Kate Kallahan,Schooner,Kallahan,,,,in ballast
A00007817,DailyDisp_18580410,Marine,1858-04-09,Arrival,NY-NewYork,,VA-Richmond,Roanoke,Steamer,Skinner,merchandise,,LudlamWatson,also carried passengers
A00007818,DailyDisp_18580410,Marine,1858-04-09,Arrival,MD-Baltimore,,VA-Richmond,Belvidere,Steamer,Keene,merchandise,,LudlamWatson,also carried passengers
A00007819,DailyDisp_18580410,Marine,1858-04-09,Arrival,PA-Philly,,VA-Richmond,City of Richmond,Steamer,Mitchell,merchandise,,TuttleHE,also carried passengers
A00007820,DailyDisp_18580410,Marine,1858-04-09,Arrival,NY-NewYork,,VA-Richmond,J. B. Austin,Schooner,May,hay,,DowneyMark,
A00007821,DailyDisp_18580410,Marine,1858-04-09,Arrival,MD-Baltimore,,VA-Richmond,Ellen Goldsborough,Schooner,Bunting,guano,,McGruder's Sons,
A00007822,DailyDisp_18580410,Marine,1858-04-09,Arrival,MD-Baltimore,,VA-Richmond,Roxanna,Schooner,Geoghegan,guano,,SchaerKohlerCo,
A00007823,DailyDisp_18580410,Marine,1858-04-09,Arrival,PA-Philly,,VA-Richmond,S. B. Barley,Schooner,Wherlon,coal,,HawesSP,
A00007824,DailyDisp_18580410,Marine,1858-04-09,Arrival,PA-Philly,,VA-Richmond,John B. Morean,Schooner,Hudson,coal,,HawesSP,
A00007825,DailyDisp_18580410,Marine,1858-04-09,Arrival,MD-Baltimore,,VA-Richmond,Richard Peercy,Schooner,Wollen,guano,,SkinkerEH,
A00007826,DailyDisp_18580410,Marine,1858-04-09,Arrival,NY-NewYork,,VA-Richmond,Crenshaw,Schooner,Moss,merchandise,,CurrieD&W,
A00007827,DailyDisp_18580410,Marine,1858-04-09,Arrival,NY-NewYork,,VA-Richmond,Harrison Price,Schooner,Woolley,guano,,SkinkerEH,"also carried guano to Edmond, Davenport & Co."
A00007828,DailyDisp_18580410,Marine,1858-04-09,Arrival,MD-Baltimore,,VA-Richmond,Naiad,Schooner,Burnett,guano,,CrenshawCo,
A00007829,DailyDisp_18580410,Marine,1858-04-09,Arrival,NY-NewYork,,VA-Richmond,William Allen,Schooner,Grant,hay,,CurrieD&W,3-mast schooner
A00007830,DailyDisp_18580410,Marine,1858-04-09,Arrival,MD-Baltimore,,VA-Richmond,S. & D. Harington,Schooner,Brummell,guano,,SchaerKohlerCo,
A00007831,DailyDisp_18580410,Marine,1858-04-09,Arrival,NS-Halifax,,VA-Richmond,Lima,Br. Schooner,Bryant,fish,,WombleClaiborne,
A00007832,DailyDisp_18580410,Marine,1858-04-07,Memoranda,MA-Boston,MA-Boston,VA-Richmond,Cerito,Schooner,Crowell,,,,
A00007833,DailyDisp_18580410,Marine,1858-04-08,Memoranda,NC-Wilmington,NC-Wilmington,VA-Richmond,O. H. Talley,Schooner,Navy,,,,loading at Wilmington on April 8
A00007834,DailyDisp_18580412,Marine,1858-04-10,Memoranda,PE-Callao,VA-HamptonRoads,,Thomas B. Wales,Ship,,,,,presumably carried guano
A00007835,DailyDisp_18580412,Marine,1858-04-10,Memoranda,Porto Rico,VA-HamptonRoads,,Ann Elizabeth,Brig,,,,,
A00007836,DailyDisp_18580412,Marine,1858-04-10,Memoranda,Sombrero Islands,VA-HamptonRoads,,William R. Tibbey,Brig,,,,,presumably carried guano
A00007837,DailyDisp_18580412,Marine,1858-04-11,Memoranda,,VA-Norfolk,,Mary Glover,Ship,Chase,guano,,,
A00007838,DailyDisp_18580412,Marine,1858-04-11,Memoranda,BR-RioJaneiro,VA-HamptonRoads,VA-Richmond,Octavia,Barque,,,,,in ballast
A00007839,DailyDisp_18580412,Marine,1858-04-11,Memoranda,Cuba,VA-HamptonRoads,,Raman,Barque,,copper ore,,,
A00007840,DailyDisp_18580412,Marine,1858-04-11,Memoranda,Sombrero Islands,VA-HamptonRoads,,Pacific,Schooner,Farrow,guano,,,
A00007841,DailyDisp_18580423,Marine,1858-04-22,Arrival,MD-Baltimore,,VA-Richmond,Mary Willis,Schooner,North,guano,,ColquittWD,also caried pig iron
A00007842,DailyDisp_18580423,Marine,1858-04-22,Arrival,VA-CityPoint,,VA-Richmond,Ocean,Schooner,Aaron,,,ColquittWD,
A00007843,DailyDisp_18580423,Marine,1858-04-22,Arrival,NS-Halifax,,VA-Richmond,Emery,Br. Schooner,King,fish,,WorthamCT,
A00007844,DailyDisp_18580423,Marine,1858-04-22,Departure,VA-Richmond,,PA-Philly,City of Richmond,Steamship,Mitchell,merchandise,TuttleHC,,also carried passengers
A00007845,DailyDisp_18580423,Marine,1858-04-22,Departure,VA-Richmond,,BR-RioJaneiro,Octavia,Barque,Bowman,flour,HaxallCo,,
A00007846,DailyDisp_18580423,Marine,1858-04-22,Departure,VA-Richmond,,DC-Georgetown,Winter Shrub,Schooner,Harrington,merchandise,ColquittWD,,
A00007847,DailyDisp_18580429,Marine,1858-04-28,Arrival,NY-NewYork,,VA-Richmond,Henrico,Schooner,Whipple,merchandise,,CurrieD&W,
A00007848,DailyDisp_18580429,Marine,1858-04-28,Arrival,MD-Baltimore,,VA-Richmond,William Colquitt,Schooner,Frank,merchandise,,ColquittWD,
A00007849,DailyDisp_18580429,Marine,1858-04-28,Arrival,MD-Baltimore,,VA-Richmond,Ashland,Schooner,Holmes,guano,,BaconBaskervill,
A00007850,DailyDisp_18580429,Marine,1858-04-28,Arrival,MD-Baltimore,,VA-Richmond,James Steele,Schooner,Travis,guano,,SchaerKohlerCo,
A00007851,DailyDisp_18580429,Marine,1858-04-28,Arrival,MD-Baltimore,,VA-Richmond,Reindeer,Schooner,Stevenson,guano,,SchaerKohlerCo,
A00007852,DailyDisp_18580429,Marine,1858-04-28,Arrival,MD-Baltimore,,VA-Richmond,Southerner,Schooner,Lefever,guano,,EdmondDavenport,
A00007853,DailyDisp_18580429,Marine,1858-04-28,Arrival,NY-NewYork,,VA-Richmond,T. J. Tull,Schooner,Cooper,guano,,EdmondDavenport,
A00007854,DailyDisp_18580429,Marine,1858-04-28,Arrival,MD-Baltimore,,VA-Richmond,William S. Triplett,Schooner,Pritchett,guano,,CrenshawCo,
A00007855,DailyDisp_18580429,Marine,1858-04-28,Arrival,MD-Baltimore,,VA-Richmond,H. & J. Neild,Schooner,Jones,guano,,SkinkerEH,
A00007856,DailyDisp_18580429,Marine,1858-04-28,Arrival,MD-Baltimore,,VA-Richmond,Thomas H. Northen,Schooner,Lenthicum,,,RoyallSnodgrass,
A00007857,DailyDisp_18580429,Marine,1858-04-28,Arrival,VA-YorkRiver,,VA-Richmond,Chericoke,Schooner,Shelly,wheat,,WorthamE,
A00007858,DailyDisp_18580429,Marine,1858-04-28,Arrival,NY-NewYork,,VA-Richmond,Greenland,Schooner,Elzier,rye,,StearnsThurston,
A00007859,DailyDisp_18580429,Marine,1858-04-28,Arrival,VA-Petersburg,,VA-Richmond,Native,Schooner,Dennis,wheat,,GarrettAlex,
A00007860,DailyDisp_18580429,Marine,1858-04-28,Arrival,NS-Halifax,,VA-Richmond,Mary,British Schooner,Furlong,fish,,WombleClaiborne,
A00007861,DailyDisp_18580429,Marine,1858-04-28,Arrival,NS-Halifax,,VA-Richmond,Jasper,British Schooner,Banks,,,,via City Point
A00007862,DailyDisp_18580429,Marine,1858-04-28,Departure,VA-Richmond,,MD-Baltimore,General Worth,Schooner,Reddish,,,,in ballast
A00007863,DailyDisp_18580429,Marine,1858-04-28,Departure,VA-Richmond,,,Josephus and Edwin,Schooner,Conelly,,,,"down the river, light"
A00007864,DailyDisp_18580429,Marine,1858-04-28,Departure,VA-Richmond,,,Increase,Schooner,,,,,"down the river, light"
A00007865,DailyDisp_18580429,Marine,1858-04-28,Departure,VA-Richmond,,,E. Townsend,Schooner,Hand,,,,"down the river, light"
A00007866,DailyDisp_18580429,Marine,1858-04-28,Departure,VA-Richmond,,,Robert Healey,Schooner,Mitchell,,,,"down the river, light"
A00007867,DailyDisp_18580429,Marine,1858-04-28,Departure,VA-Richmond,,NS-Halifax,Sultan,British Schooner,Day,flour,WombleClaiborne,,
A00007868,DailyDisp_18580429,Marine,1858-04-28,Memoranda,GA-Savannah,VA-Norfolk,NY-NewYork,Huntsville,Steamer,,,,,short of coal
A00007869,DailyDisp_18580429,Marine,1858-04-28,Memoranda,DC-Georgetown,VA-Norfolk,NY-NewYork,Eliza Lawson,Schooner,,naval stores,,,ith loss of deck load
A00007870,DailyDisp_18580429,Marine,1858-04-04,Memoranda,VA-Richmond,Bremerhaven,Bremerhaven,Wieland,Barque,,,,,
A00007871,DailyDisp_18580501,Marine,1858-04-30,Arrival,NY-NewYork,,VA-Richmond,Roanoke,Steamer,Skinner,merchandise,,LudlamWatson,also carried passengers
A00007872,DailyDisp_18580501,Marine,1858-04-30,Arrival,MD-Baltimore,,VA-Richmond,Belvidere,Steamer,Keen,merchandise,,LudlamWatson,also carried passengers
A00007873,DailyDisp_18580501,Marine,1858-04-30,Arrival,NY-NewYork,,VA-Richmond,Zingerella,Barque,Bunker,,,DunlopMoncure,in ballast
A00007874,DailyDisp_18580501,Marine,1858-04-30,Arrival,PA-Philly,,VA-Richmond,City of Richmond,Steamer,Mitchell,merchandise,,TuttleHE,
A00007875,DailyDisp_18580501,Marine,1858-04-30,Arrival,DE-Wilmington,,VA-Richmond,Charles Whitting,Schooner,Butler,powder,,,
A00007876,DailyDisp_18580501,Marine,1858-04-30,Arrival,MD-Baltimore,,VA-Richmond,George W. Grice,Schooner,Balmer,guano,,SchaerKohlerCo,
A00007877,DailyDisp_18580501,Marine,1858-04-30,Arrival,VA-Petersburg,,VA-Richmond,Emma Beuiah,Schooner,Brennin,wheat,,,
A00007878,DailyDisp_18580501,Marine,1858-04-30,Departure,VA-Richmond,,MA-Boston,Susan,Schooner,Rodgers,merchandise,CurrieD&W,,
A00007879,DailyDisp_18580501,Marine,1858-04-30,Departure,VA-Richmond,,MD-Baltimore,Reindeer,Schooner,Stevens,,,,in ballast
A00007880,DailyDisp_18580501,Marine,1858-04-30,Departure,VA-Richmond,,MD-Baltimore,William Colquitt,Schooner,Frank,,,,in ballast
A00007881,DailyDisp_18580501,Marine,1858-04-30,Departure,VA-Richmond,,MD-Baltimore,Southerner,Schooner,Lafever,,,,in ballast
A00007882,DailyDisp_18580501,Marine,1858-04-30,Departure,VA-Richmond,,MA-Boston,Mountain Avenue,Schooner,Greenfield,flour,,,also carried feed
A00007883,DailyDisp_18580505,Marine,1858-05-04,Arrival,MD-Baltimore,,VA-Richmond,Flight,Schooner,North,guano,,CrenshawCo,
A00007884,DailyDisp_18580505,Marine,1858-05-04,Arrival,NY-NewYork,,VA-Richmond,Three Brothers,Schooner,Elzey,guano,,EdmondDavenport,
A00007885,DailyDisp_18580505,Marine,1858-05-04,Arrival,VA-Petersburg,,VA-Richmond,E. C. Frazer,Schooner,Catlen,wheat,,WarwickBarksdale,
A00007886,DailyDisp_18580505,Marine,1858-05-04,Departure,VA-Richmond,,NY-NewYork,Jamestown,Steamer,Parrish,merchandise,LudlamWatson,,also carried passengers
A00007887,DailyDisp_18580505,Marine,1858-05-04,Departure,VA-Richmond,,MD-Baltimore,George Peabody,Steamer,Pritchett,merchandise,LudlamWatson,,
A00007888,DailyDisp_18580517,Marine,1858-05-15,Arrival,PA-Philly,,VA-Richmond,Pennsylvania,Steamer,Teal,merchandise,,,also carried passengers
A00007889,DailyDisp_18580517,Marine,1858-05-15,Arrival,MD-Baltimore,,VA-Richmond,Ellen Goldsborough,Schooner,Bunting,guano,,McGruder's Sons,
A00007890,DailyDisp_18580517,Marine,1858-05-15,Arrival,MD-Baltimore,,VA-Richmond,Portia,Schooner,Creighton,merchandise,,ColquittWD,
A00007891,DailyDisp_18580517,Marine,1858-05-15,Arrival,Warwick,,VA-Richmond,William & Wesley,Schooner,Ironmonger,river wheat,,captain,
A00007892,DailyDisp_18580517,Marine,1858-05-15,Departure,VA-Richmond,,NY-NewYork,Roanoke,Steamer,Skinner,merchandise,LudlamWatson,,also carried passengers
A00007893,DailyDisp_18580517,Marine,1858-05-15,Departure,VA-Richmond,,MD-Baltimore,Belvidere,Steamer,Keene,merchandise,LudlamWatson,,
A00007894,DailyDisp_18580517,Marine,1858-05-15,Departure,VA-Richmond,,PA-Philly,American,Schooner,Murry,coal,Dover Coal and Iron Company,,
A00007895,DailyDisp_18580517,Marine,1858-05-15,Departure,VA-Richmond,,Salem,Hardscrabble,Schooner,Gregory,flour,DunlopMoncureCo,,also carried feed
A00007896,DailyDisp_18580517,Marine,1858-05-15,Departure,VA-Richmond,,VA-Norfolk,William Speare,Schooner,Jones,coal,ColquittWD,,
A00007897,DailyDisp_18580517,Marine,1858-05-15,Departure,VA-Richmond,,Claremount,Cornelia,Schooner,Smith,,,,in ballast
A00007898,DailyDisp_18580517,Marine,1858-05-15,Departure,VA-Richmond,,NY-NewYork,Manchester,Schooner,Chichester,merchandise,CurrieD&W,,
A00007899,DailyDisp_18580517,Marine,1858-05-15,Memoranda,VA-HamptonRoads,VA-CityPoint,,Mary Glover,Ship,Baker,,,PalmerCharles,in ballast
A00007900,DailyDisp_18580518,Marine,1858-05-17,Arrival,NY-NewYork,,VA-Richmond,Jamestown,Steamer,Parrish,merchandise,,LudlamWatson,also carried passengers
A00007901,DailyDisp_18580518,Marine,1858-05-17,Arrival,MD-Baltimore,,VA-Richmond,George Peabody,Steamer,Pritchett,merchandise,,LudlamWatson,
A00007902,DailyDisp_18580518,Marine,1858-05-17,Arrival,NY-NewYork,,VA-Richmond,Haxall,Schooner,Winters,merchandise,,CurrieD&W,
A00007903,DailyDisp_18580518,Marine,1858-05-17,Arrival,NC,,VA-Richmond,Mary E. Skinner,Schooner,Waugh,fish,,WombleClaiborne,
A00007904,DailyDisp_18580518,Marine,1858-05-17,Arrival,PA-Philly,,VA-Richmond,George Henry,Schooner,Smith,coal,,MorrisTanner,
